Naive,1,8.186104,10000.0
Pivots,1,4.169530,1325.075
iDistance,1,4.296897,4640.855
Naive,5,8.332942,10000.0
Pivots,5,6.686431,3156.76
iDistance,5,5.630343,6115.185
Naive,10,8.271145,10000.0
Pivots,10,8.166499,4139.145
iDistance,10,6.390158,6732.42
Naive,50,8.259766,10000.0
Pivots,50,11.027671,6653.57
iDistance,50,7.725077,8167.965
Naive,100,8.597272,10000.0
Pivots,100,12.388435,7663.865
iDistance,100,8.174539,8729.285
